estimulo,respuestas,count,rank,porcentaje
tornillo - destornillador - tuerca,varilla,1,6,1.0101010101010102
tornillo - ferretería - carne,carnicería,96,1,97.95918367346938
tornillo - ferretería - carne,pulpería,1,2,1.0204081632653061
tornillo - ferretería - carne,rojo,1,2,1.0204081632653061
tren - vías - auto,carretera,36,1,36.0
tren - vías - auto,calle,30,2,30.0
tren - vías - auto,ruta,16,3,16.0
tren - vías - auto,calles,8,4,8.0
tren - vías - auto,autopista,3,5,3.0
tren - vías - auto,calzada,2,6,2.0
tren - vías - auto,rutas,2,6,2.0
tren - vías - auto,avenida,1,7,1.0
tren - vías - auto,carreteras,1,7,1.0
tren - vías - auto,carriles,1,7,1.0
vodka - Rusia - cerveza,Alemania,92,1,85.98130841121495
vodka - Rusia - cerveza,Brasil,4,2,3.7383177570093453
vodka - Rusia - cerveza,Chequia,4,2,3.7383177570093453
vodka - Rusia - cerveza,Bélgica,3,3,2.803738317757009
vodka - Rusia - cerveza,Inglaterra,2,4,1.8691588785046727
vodka - Rusia - cerveza,México,1,5,0.9345794392523363
vodka - Rusia - cerveza,Uruguay,1,5,0.9345794392523363
volante - auto - manubrio,bicicleta,75,1,78.125
volante - auto - manubrio,bici,11,2,11.458333333333332
volante - auto - manubrio,moto,4,3,4.166666666666666
volante - auto - manubrio,auto,1,4,1.0416666666666665
volante - auto - manubrio,barco,1,4,1.0416666666666665
volante - auto - manubrio,carro,1,4,1.0416666666666665
volante - auto - manubrio,monopatín,1,4,1.0416666666666665
volante - auto - manubrio,motocicleta,1,4,1.0416666666666665
volante - auto - manubrio,volante,1,4,1.0416666666666665
árbol - hojas - flor,pétalos,67,1,64.42307692307693
árbol - hojas - flor,pétalo,19,2,18.269230769230766
árbol - hojas - flor,tallo,7,3,6.730769230769231
árbol - hojas - flor,pimpollo,2,4,1.9230769230769231
árbol - hojas - flor,abeja,1,5,0.9615384615384616
árbol - hojas - flor,jardín,1,5,0.9615384615384616
árbol - hojas - flor,margarita,1,5,0.9615384615384616
árbol - hojas - flor,miel,1,5,0.9615384615384616
árbol - hojas - flor,pistilo,1,5,0.9615384615384616
árbol - hojas - flor,planta,1,5,0.9615384615384616
árbol - hojas - flor,plantas,1,5,0.9615384615384616
árbol - hojas - flor,rama,1,5,0.9615384615384616
árbol - hojas - flor,rosa,1,5,0.9615384615384616
